Date,GMT,EDT,Predicted,Verified,Sample,meters
2017-07-31,20:06,16:06,0.701,0.83,NA,NA
2017-07-31,20:12,16:12,0.705,0.86,NA,NA
2017-07-31,20:18,16:18,0.709,0.86,NA,NA
2017-07-31,20:24,16:24,0.712,0.86,NA,NA
2017-07-31,20:30,16:30,0.715,0.83,NA,NA
2017-07-31,20:36,16:36,0.718,0.83,NA,NA
2017-07-31,20:42,16:42,0.72,0.86,NA,NA
2017-07-31,20:48,16:48,0.722,0.86,NA,NA
2017-07-31,20:54,16:54,0.723,0.86,NA,NA
2017-07-31,21:00,17:00,0.725,0.83,NA,NA
2017-07-31,21:06,17:06,0.725,0.88,NA,NA
2017-07-31,21:12,17:12,0.726,0.88,NA,NA
2017-07-31,21:18,17:18,0.726,0.85,NA,NA
2017-07-31,21:24,17:24,0.726,0.88,NA,NA
2017-07-31,21:30,17:30,0.725,0.86,NA,NA
2017-07-31,21:36,17:36,0.724,0.88,NA,NA
2017-07-31,21:42,17:42,0.723,0.87,NA,NA
2017-07-31,21:48,17:48,0.722,0.87,NA,NA
2017-07-31,21:54,17:54,0.72,0.92,NA,NA
2017-07-31,22:00,18:00,0.717,0.85,NA,NA
2017-07-31,22:06,18:06,0.714,0.87,NA,NA
2017-07-31,22:12,18:12,0.711,0.88,NA,NA
2017-07-31,22:18,18:18,0.708,0.89,NA,NA
2017-07-31,22:24,18:24,0.704,0.86,NA,NA
2017-07-31,22:30,18:30,0.7,0.87,NA,NA
2017-07-31,22:36,18:36,0.696,0.88,NA,NA
2017-07-31,22:42,18:42,0.692,0.87,NA,NA
2017-07-31,22:48,18:48,0.687,0.85,NA,NA
2017-07-31,22:54,18:54,0.682,0.86,NA,NA
2017-07-31,23:00,19:00,0.677,0.85,NA,NA
2017-07-31,23:06,19:06,0.671,0.85,NA,NA
2017-07-31,23:12,19:12,0.666,0.84,NA,NA
2017-07-31,23:18,19:18,0.66,0.84,NA,NA
2017-07-31,23:24,19:24,0.655,0.87,NA,NA
2017-07-31,23:30,19:30,0.649,0.82,NA,NA
2017-07-31,23:36,19:36,0.643,0.84,NA,NA
2017-07-31,23:42,19:42,0.637,0.81,NA,NA
2017-07-31,23:48,19:48,0.631,0.81,NA,NA
2017-07-31,23:54,19:54,0.625,0.82,NA,NA
2017-07-31,0:00,20:00,0.62,0.81,NA,NA
2017-07-31,0:06,20:06,0.614,0.8,NA,NA
2017-07-31,0:12,20:12,0.609,0.78,NA,NA
2017-07-31,0:18,20:18,0.603,0.79,NA,NA
2017-07-31,0:24,20:24,0.598,0.79,NA,NA
2017-07-31,0:30,20:30,0.593,0.77,NA,NA
2017-07-31,0:36,20:36,0.587,0.79,NA,NA
2017-07-31,0:42,20:42,0.583,0.79,NA,NA
2017-07-31,0:48,20:48,0.578,0.78,NA,NA
2017-07-31,0:54,20:54,0.573,0.78,NA,NA
2017-07-31,1:00,21:00,0.569,0.76,NA,NA
2017-07-31,1:06,21:06,0.564,0.78,NA,NA
2017-07-31,1:12,21:12,0.56,0.77,NA,NA
2017-07-31,1:18,21:18,0.556,0.76,NA,NA
2017-07-31,1:24,21:24,0.552,0.75,NA,NA
2017-07-31,1:30,21:30,0.549,0.75,NA,NA
2017-07-31,1:36,21:36,0.545,0.76,NA,NA
2017-07-31,1:42,21:42,0.542,0.76,NA,NA
2017-07-31,1:48,21:48,0.538,0.72,NA,NA
2017-07-31,1:54,21:54,0.535,0.72,NA,NA
2017-07-31,2:00,22:00,0.532,0.7,NA,NA
2017-07-31,2:06,22:06,0.529,0.77,NA,NA
2017-07-31,2:12,22:12,0.526,0.75,NA,NA
2017-07-31,2:18,22:18,0.523,0.73,NA,NA
2017-07-31,2:24,22:24,0.52,0.74,NA,NA
2017-07-31,2:30,22:30,0.517,0.72,NA,NA
2017-07-31,2:36,22:36,0.514,0.74,NA,NA
2017-07-31,2:42,22:42,0.511,0.7,NA,NA
2017-07-31,2:48,22:48,0.509,0.7,NA,NA
2017-07-31,2:54,22:54,0.506,0.71,NA,NA
2017-07-31,3:00,23:00,0.503,0.71,NA,NA
2017-07-31,3:06,23:06,0.501,0.69,NA,NA
2017-07-31,3:12,23:12,0.499,0.69,NA,NA
2017-07-31,3:18,23:18,0.496,0.67,NA,NA
2017-07-31,3:24,23:24,0.494,0.69,NA,NA
2017-07-31,3:30,23:30,0.492,0.68,NA,NA
2017-07-31,3:36,23:36,0.49,0.7,NA,NA
2017-07-31,3:42,23:42,0.488,0.68,NA,NA
2017-07-31,3:48,23:48,0.486,0.7,NA,NA
2017-07-31,3:54,23:54,0.485,0.72,NA,NA
2017-08-01,4:00,0:00,0.483,0.69,NA,NA
2017-08-01,4:06,0:06,0.482,0.66,NA,NA
2017-08-01,4:12,0:12,0.48,0.68,NA,NA
2017-08-01,4:18,0:18,0.479,0.68,NA,NA
2017-08-01,4:24,0:24,0.478,0.66,NA,NA
2017-08-01,4:30,0:30,0.477,0.69,NA,NA
2017-08-01,4:36,0:36,0.476,0.69,NA,NA
2017-08-01,4:42,0:42,0.476,0.7,NA,NA
2017-08-01,4:48,0:48,0.475,0.7,NA,NA
2017-08-01,4:54,0:54,0.474,0.69,NA,NA
2017-08-01,5:00,1:00,0.474,0.7,NA,NA
2017-08-01,5:06,1:06,0.473,0.71,NA,NA
2017-08-01,5:12,1:12,0.473,0.69,NA,NA
2017-08-01,5:18,1:18,0.472,0.7,NA,NA
2017-08-01,5:24,1:24,0.472,0.69,NA,NA
2017-08-01,5:30,1:30,0.471,0.68,NA,NA
2017-08-01,5:36,1:36,0.471,0.66,NA,NA
2017-08-01,5:42,1:42,0.47,0.65,NA,NA
2017-08-01,5:48,1:48,0.469,0.68,NA,NA
2017-08-01,5:54,1:54,0.468,0.67,NA,NA
2017-08-01,6:00,2:00,0.467,0.71,NA,NA
2017-08-01,6:06,2:06,0.465,0.67,NA,NA
2017-08-01,6:12,2:12,0.464,0.62,NA,NA
2017-08-01,6:18,2:18,0.462,0.65,NA,NA
2017-08-01,6:24,2:24,0.46,0.67,NA,NA
2017-08-01,6:30,2:30,0.458,0.65,NA,NA
2017-08-01,6:36,2:36,0.455,0.63,NA,NA
2017-08-01,6:42,2:42,0.452,0.66,NA,NA
2017-08-01,6:48,2:48,0.449,0.67,NA,NA
2017-08-01,6:54,2:54,0.446,0.68,NA,NA
2017-08-01,7:00,3:00,0.442,0.69,NA,NA
2017-08-01,7:06,3:06,0.438,0.66,NA,NA
2017-08-01,7:12,3:12,0.434,0.63,NA,NA
2017-08-01,7:18,3:18,0.43,0.64,NA,NA
2017-08-01,7:24,3:24,0.425,0.65,NA,NA
2017-08-01,7:30,3:30,0.42,0.63,NA,NA
2017-08-01,7:36,3:36,0.415,0.65,NA,NA
2017-08-01,7:42,3:42,0.409,0.64,NA,NA
2017-08-01,7:48,3:48,0.404,0.65,NA,NA
2017-08-01,7:54,3:54,0.398,0.61,NA,NA
2017-08-01,8:00,4:00,0.392,0.58,NA,NA
2017-08-01,8:06,4:06,0.386,0.63,NA,NA
2017-08-01,8:12,4:12,0.38,0.64,NA,NA
2017-08-01,8:18,4:18,0.373,0.63,NA,NA
2017-08-01,8:24,4:24,0.367,0.59,NA,NA
2017-08-01,8:30,4:30,0.36,0.61,NA,NA
2017-08-01,8:36,4:36,0.354,0.59,NA,NA
2017-08-01,8:42,4:42,0.347,0.61,NA,NA
2017-08-01,8:48,4:48,0.34,0.61,NA,NA
2017-08-01,8:54,4:54,0.333,0.63,NA,NA
2017-08-01,9:00,5:00,0.326,0.6,NA,NA
2017-08-01,9:06,5:06,0.319,0.55,NA,NA
2017-08-01,9:12,5:12,0.312,0.59,NA,NA
2017-08-01,9:18,5:18,0.305,0.55,NA,NA
2017-08-01,9:24,5:24,0.298,0.56,NA,NA
2017-08-01,9:30,5:30,0.29,0.55,NA,NA
2017-08-01,9:36,5:36,0.283,0.54,NA,NA
2017-08-01,9:42,5:42,0.276,0.55,NA,NA
2017-08-01,9:48,5:48,0.269,0.55,NA,NA
2017-08-01,9:54,5:54,0.261,0.57,NA,NA
2017-08-01,10:00,6:00,0.254,0.54,NA,NA
2017-08-01,10:06,6:06,0.246,0.52,NA,NA
2017-08-01,10:12,6:12,0.239,0.52,NA,NA
2017-08-01,10:18,6:18,0.231,0.52,NA,NA
2017-08-01,10:24,6:24,0.223,0.48,NA,NA
2017-08-01,10:30,6:30,0.216,0.5,NA,NA
2017-08-01,10:36,6:36,0.208,0.47,NA,NA
2017-08-01,10:42,6:42,0.201,0.47,NA,NA
2017-08-01,10:48,6:48,0.193,0.47,NA,NA
2017-08-01,10:54,6:54,0.185,0.44,NA,NA
2017-08-01,11:00,7:00,0.178,0.43,NA,NA
2017-08-01,11:06,7:06,0.17,0.41,NA,NA
2017-08-01,11:12,7:12,0.162,0.42,NA,NA
2017-08-01,11:18,7:18,0.155,0.42,NA,NA
2017-08-01,11:24,7:24,0.148,0.4,NA,NA
2017-08-01,11:30,7:30,0.14,0.38,NA,NA
2017-08-01,11:36,7:36,0.133,0.36,NA,NA
2017-08-01,11:42,7:42,0.127,0.35,NA,NA
2017-08-01,11:48,7:48,0.12,0.35,NA,NA
2017-08-01,11:54,7:54,0.113,0.33,NA,NA
2017-08-01,12:00,8:00,0.107,0.35,NA,NA
2017-08-01,12:06,8:06,0.101,0.33,NA,NA
2017-08-01,12:12,8:12,0.095,0.35,NA,NA
2017-08-01,12:18,8:18,0.09,0.33,NA,NA
2017-08-01,12:24,8:24,0.085,0.33,NA,NA
2017-08-01,12:30,8:30,0.08,0.3,NA,NA
2017-08-01,12:36,8:36,0.076,0.3,NA,NA
2017-08-01,12:42,8:42,0.072,0.3,NA,NA
2017-08-01,12:48,8:48,0.069,0.28,NA,NA
2017-08-01,12:54,8:54,0.065,0.27,NA,NA
2017-08-01,13:00,9:00,0.063,0.29,NA,NA
2017-08-01,13:06,9:06,0.06,0.27,NA,NA
2017-08-01,13:12,9:12,0.059,0.26,NA,NA
2017-08-01,13:18,9:18,0.057,0.27,NA,NA
2017-08-01,13:24,9:24,0.056,0.25,NA,NA
2017-08-01,13:30,9:30,0.056,0.21,NA,NA
2017-08-01,13:36,9:36,0.056,0.21,NA,NA
2017-08-01,13:42,9:42,0.056,0.25,NA,NA
2017-08-01,13:48,9:48,0.057,0.26,NA,NA
2017-08-01,13:54,9:54,0.058,0.22,NA,NA
2017-08-01,14:00,10:00,0.06,0.22,NA,NA
2017-08-01,14:06,10:06,0.062,0.24,NA,NA
2017-08-01,14:12,10:12,0.065,0.22,NA,NA
2017-08-01,14:18,10:18,0.068,0.22,NA,NA
2017-08-01,14:24,10:24,0.071,0.27,NA,NA
2017-08-01,14:30,10:30,0.075,0.28,NA,NA
2017-08-01,14:36,10:36,0.079,0.27,NA,NA
2017-08-01,14:42,10:42,0.083,0.25,NA,NA
2017-08-01,14:48,10:48,0.088,0.24,NA,NA
2017-08-01,14:54,10:54,0.094,0.28,NA,NA
2017-08-01,15:00,11:00,0.099,0.23,NA,NA
2017-08-01,15:06,11:06,0.105,0.24,NA,NA
2017-08-01,15:12,11:12,0.112,0.26,NA,NA
2017-08-01,15:18,11:18,0.119,0.3,NA,NA
2017-08-01,15:24,11:24,0.126,0.31,NA,NA
2017-08-01,15:30,11:30,0.134,0.28,NA,NA
2017-08-01,15:36,11:36,0.142,0.3,NA,NA
2017-08-01,15:42,11:42,0.15,0.3,NA,NA
2017-08-01,15:48,11:48,0.159,0.28,NA,NA
2017-08-01,15:54,11:54,0.169,0.32,NA,NA
2017-08-01,16:00,12:00,0.178,0.32,NA,NA
2017-08-01,16:06,12:06,0.188,0.35,NA,NA
2017-08-01,16:12,12:12,0.199,0.35,NA,NA
2017-08-01,16:18,12:18,0.21,0.4,NA,NA
2017-08-01,16:24,12:24,0.222,0.35,NA,NA
2017-08-01,16:30,12:30,0.233,0.35,NA,NA
2017-08-01,16:36,12:36,0.246,0.4,NA,NA
2017-08-01,16:42,12:42,0.258,0.45,NA,NA
2017-08-01,16:48,12:48,0.271,0.47,NA,NA
2017-08-01,16:54,12:54,0.284,0.47,NA,NA
2017-08-01,17:00,13:00,0.298,0.47,NA,NA
2017-08-01,17:06,13:06,0.312,0.51,NA,NA
2017-08-01,17:12,13:12,0.326,0.51,NA,NA
2017-08-01,17:18,13:18,0.341,0.5,NA,NA
2017-08-01,17:24,13:24,0.355,0.53,NA,NA
2017-08-01,17:30,13:30,0.37,0.55,NA,NA
2017-08-01,17:36,13:36,0.385,0.58,NA,NA
2017-08-01,17:42,13:42,0.401,0.57,NA,NA
2017-08-01,17:48,13:48,0.416,0.58,NA,NA
2017-08-01,17:54,13:54,0.431,0.65,NA,NA
2017-08-01,18:00,14:00,0.447,0.65,NA,NA
2017-08-01,18:06,14:06,0.462,0.68,NA,NA
2017-08-01,18:12,14:12,0.477,0.64,NA,NA
2017-08-01,18:18,14:18,0.492,0.67,NA,NA
2017-08-01,18:24,14:24,0.507,0.72,NA,NA
2017-08-01,18:30,14:30,0.522,0.75,NA,NA
2017-08-01,18:36,14:36,0.536,0.76,NA,NA
2017-08-01,18:42,14:42,0.55,0.74,NA,NA
2017-08-01,18:48,14:48,0.564,0.8,NA,NA
2017-08-01,18:54,14:54,0.578,0.78,NA,NA
2017-08-01,19:00,15:00,0.591,0.79,NA,NA
2017-08-01,19:06,15:06,0.604,0.8,NA,NA
2017-08-01,19:12,15:12,0.616,0.86,NA,NA
2017-08-01,19:18,15:18,0.628,0.88,NA,NA
2017-08-01,19:24,15:24,0.64,0.88,NA,NA
2017-08-01,19:30,15:30,0.651,0.84,NA,NA
2017-08-01,19:36,15:36,0.661,0.87,NA,NA
2017-08-01,19:42,15:42,0.671,0.92,NA,NA
2017-08-01,19:48,15:48,0.681,0.9,NA,NA
2017-08-01,19:54,15:54,0.69,0.91,NA,NA
2017-08-01,20:00,16:00,0.699,0.92,NA,NA
2017-08-01,20:06,16:06,0.707,0.95,NA,NA
2017-08-01,20:12,16:12,0.715,0.98,NA,NA
2017-08-01,20:18,16:18,0.722,0.94,NA,NA
2017-08-01,20:24,16:24,0.729,0.96,NA,NA
2017-08-01,20:30,16:30,0.735,0.98,NA,NA
2017-08-01,20:36,16:36,0.741,0.94,NA,NA
2017-08-01,20:42,16:42,0.747,0.94,NA,NA
2017-08-01,20:48,16:48,0.752,0.97,NA,NA
2017-08-01,20:54,16:54,0.756,0.99,NA,NA
2017-08-01,21:00,17:00,0.761,1.04,NA,NA
2017-08-01,21:06,17:06,0.764,1.04,NA,NA
2017-08-01,21:12,17:12,0.768,1.01,NA,NA
2017-08-01,21:18,17:18,0.771,1.07,NA,NA
2017-08-01,21:24,17:24,0.773,1.06,NA,NA
2017-08-01,21:30,17:30,0.776,1.05,NA,NA
2017-08-01,21:36,17:36,0.777,1.03,NA,NA
2017-08-01,21:42,17:42,0.779,1.04,NA,NA
2017-08-01,21:48,17:48,0.78,1.05,NA,NA
2017-08-01,21:54,17:54,0.781,1.05,NA,NA
2017-08-01,22:00,18:00,0.781,1.04,NA,NA
2017-08-01,22:06,18:06,0.781,1.04,NA,NA
2017-08-01,22:12,18:12,0.78,1.08,NA,NA
2017-08-01,22:18,18:18,0.78,1.08,NA,NA
2017-08-01,22:24,18:24,0.778,1.05,NA,NA
2017-08-01,22:30,18:30,0.777,1.05,NA,NA
2017-08-01,22:36,18:36,0.775,1.03,NA,NA
2017-08-01,22:42,18:42,0.772,1.06,NA,NA
2017-08-01,22:48,18:48,0.77,1.04,NA,NA
2017-08-01,22:54,18:54,0.767,1.05,NA,NA
2017-08-01,23:00,19:00,0.763,1.07,NA,NA
2017-08-01,23:06,19:06,0.759,1.09,NA,NA
2017-08-01,23:12,19:12,0.755,1.05,NA,NA
2017-08-01,23:18,19:18,0.751,1.05,NA,NA
2017-08-01,23:24,19:24,0.746,1.06,NA,NA
2017-08-01,23:30,19:30,0.741,1.05,NA,NA
2017-08-01,23:36,19:36,0.736,1.02,NA,NA
2017-08-01,23:42,19:42,0.73,1.09,NA,NA
2017-08-01,23:48,19:48,0.725,1.05,NA,NA
2017-08-01,23:54,19:54,0.719,1.05,NA,NA
2017-08-01,0:00,20:00,0.712,1.05,NA,NA
2017-08-01,0:06,20:06,0.706,1.04,NA,NA
2017-08-01,0:12,20:12,0.7,1.02,NA,NA
2017-08-01,0:18,20:18,0.693,0.99,NA,NA
2017-08-01,0:24,20:24,0.687,0.97,NA,NA
2017-08-01,0:30,20:30,0.68,0.99,NA,NA
2017-08-01,0:36,20:36,0.673,0.97,NA,NA
2017-08-01,0:42,20:42,0.666,0.99,NA,NA
2017-08-01,0:48,20:48,0.66,0.98,NA,NA
2017-08-01,0:54,20:54,0.653,0.98,NA,NA
2017-08-01,1:00,21:00,0.646,0.96,NA,NA
2017-08-01,1:06,21:06,0.64,0.95,NA,NA
2017-08-01,1:12,21:12,0.633,0.97,NA,NA
2017-08-01,1:18,21:18,0.626,0.95,NA,NA
2017-08-01,1:24,21:24,0.62,0.94,NA,NA
2017-08-01,1:30,21:30,0.614,0.91,NA,NA
2017-08-01,1:36,21:36,0.607,0.93,NA,NA
2017-08-01,1:42,21:42,0.601,0.89,NA,NA
2017-08-01,1:48,21:48,0.595,0.91,NA,NA
2017-08-01,1:54,21:54,0.589,0.9,NA,NA
2017-08-01,2:00,22:00,0.583,0.9,NA,NA
2017-08-01,2:06,22:06,0.578,0.87,NA,NA
2017-08-01,2:12,22:12,0.572,0.9,NA,NA
2017-08-01,2:18,22:18,0.566,0.86,NA,NA
2017-08-01,2:24,22:24,0.561,0.9,NA,NA
2017-08-01,2:30,22:30,0.556,0.86,NA,NA
2017-08-01,2:36,22:36,0.55,0.85,NA,NA
2017-08-01,2:42,22:42,0.545,0.86,NA,NA
2017-08-01,2:48,22:48,0.54,0.82,NA,NA
2017-08-01,2:54,22:54,0.535,0.86,NA,NA
2017-08-01,3:00,23:00,0.53,0.84,NA,NA
2017-08-01,3:06,23:06,0.525,0.83,NA,NA
2017-08-01,3:12,23:12,0.52,0.8,NA,NA
2017-08-01,3:18,23:18,0.515,0.8,NA,NA
2017-08-01,3:24,23:24,0.51,0.81,NA,NA
2017-08-01,3:30,23:30,0.505,0.83,NA,NA
2017-08-01,3:36,23:36,0.501,0.83,NA,NA
2017-08-01,3:42,23:42,0.496,0.79,NA,NA
2017-08-01,3:48,23:48,0.492,0.77,NA,NA
2017-08-01,3:54,23:54,0.487,0.77,NA,NA
2017-08-02,4:00,0:00,0.483,0.77,NA,NA
2017-08-02,4:06,0:06,0.479,0.77,NA,NA
2017-08-02,4:12,0:12,0.475,0.78,NA,NA
2017-08-02,4:18,0:18,0.471,0.79,NA,NA
2017-08-02,4:24,0:24,0.468,0.78,NA,NA
2017-08-02,4:30,0:30,0.464,0.76,NA,NA
2017-08-02,4:36,0:36,0.461,0.77,NA,NA
2017-08-02,4:42,0:42,0.458,0.74,NA,NA
2017-08-02,4:48,0:48,0.455,0.73,NA,NA
2017-08-02,4:54,0:54,0.452,0.73,NA,NA
2017-08-02,5:00,1:00,0.449,0.75,NA,NA
2017-08-02,5:06,1:06,0.447,0.76,NA,NA
2017-08-02,5:12,1:12,0.445,0.72,NA,NA
2017-08-02,5:18,1:18,0.443,0.73,NA,NA
2017-08-02,5:24,1:24,0.441,0.75,NA,NA
2017-08-02,5:30,1:30,0.439,0.74,NA,NA
2017-08-02,5:36,1:36,0.437,0.72,NA,NA
2017-08-02,5:42,1:42,0.436,0.73,NA,NA
2017-08-02,5:48,1:48,0.435,0.73,NA,NA
2017-08-02,5:54,1:54,0.433,0.72,NA,NA
2017-08-02,6:00,2:00,0.432,0.75,NA,NA
2017-08-02,6:06,2:06,0.431,0.72,NA,NA
2017-08-02,6:12,2:12,0.43,0.74,NA,NA
2017-08-02,6:18,2:18,0.429,0.76,NA,NA
2017-08-02,6:24,2:24,0.428,0.72,NA,NA
2017-08-02,6:30,2:30,0.427,0.77,NA,NA
2017-08-02,6:36,2:36,0.425,0.74,NA,NA
2017-08-02,6:42,2:42,0.424,0.71,NA,NA
2017-08-02,6:48,2:48,0.422,0.73,NA,NA
2017-08-02,6:54,2:54,0.421,0.72,NA,NA
2017-08-02,7:00,3:00,0.419,0.73,NA,NA
2017-08-02,7:06,3:06,0.417,0.73,NA,NA
2017-08-02,7:12,3:12,0.414,0.75,NA,NA
2017-08-02,7:18,3:18,0.412,0.73,NA,NA
2017-08-02,7:24,3:24,0.409,0.71,NA,NA
2017-08-02,7:30,3:30,0.406,0.72,NA,NA
2017-08-02,7:36,3:36,0.403,0.74,NA,NA
2017-08-02,7:42,3:42,0.399,0.74,NA,NA
2017-08-02,7:48,3:48,0.395,0.72,NA,NA
2017-08-02,7:54,3:54,0.391,0.7,NA,NA
2017-08-02,8:00,4:00,0.387,0.72,NA,NA
2017-08-02,8:06,4:06,0.382,0.74,NA,NA
2017-08-02,8:12,4:12,0.377,0.71,NA,NA
2017-08-02,8:18,4:18,0.372,0.67,NA,NA
2017-08-02,8:24,4:24,0.366,0.69,NA,NA
2017-08-02,8:30,4:30,0.36,0.7,NA,NA
2017-08-02,8:36,4:36,0.355,0.7,NA,NA
2017-08-02,8:42,4:42,0.348,0.72,NA,NA
2017-08-02,8:48,4:48,0.342,0.72,NA,NA
2017-08-02,8:54,4:54,0.336,0.71,NA,NA
2017-08-02,9:00,5:00,0.329,0.71,NA,NA
2017-08-02,9:06,5:06,0.322,0.66,NA,NA
2017-08-02,9:12,5:12,0.316,0.61,NA,NA
2017-08-02,9:18,5:18,0.309,0.63,NA,NA
2017-08-02,9:24,5:24,0.302,0.64,NA,NA
2017-08-02,9:30,5:30,0.294,0.61,NA,NA
2017-08-02,9:36,5:36,0.287,0.61,NA,NA
2017-08-02,9:42,5:42,0.28,0.61,NA,NA
2017-08-02,9:48,5:48,0.273,0.61,NA,NA
2017-08-02,9:54,5:54,0.266,0.59,NA,NA
2017-08-02,10:00,6:00,0.258,0.57,NA,NA
2017-08-02,10:06,6:06,0.251,0.55,NA,NA
2017-08-02,10:12,6:12,0.244,0.58,NA,NA
2017-08-02,10:18,6:18,0.237,0.57,NA,NA
2017-08-02,10:24,6:24,0.229,0.57,NA,NA
2017-08-02,10:30,6:30,0.222,0.56,NA,NA
2017-08-02,10:36,6:36,0.215,0.57,NA,NA
2017-08-02,10:42,6:42,0.207,0.5,NA,NA
2017-08-02,10:48,6:48,0.2,0.54,NA,NA
2017-08-02,10:54,6:54,0.193,0.56,NA,NA
2017-08-02,11:00,7:00,0.185,0.53,NA,NA
2017-08-02,11:06,7:06,0.178,0.5,NA,NA
2017-08-02,11:12,7:12,0.171,0.54,NA,NA
2017-08-02,11:18,7:18,0.164,0.51,NA,NA
2017-08-02,11:24,7:24,0.156,0.47,NA,NA
2017-08-02,11:30,7:30,0.149,0.46,NA,NA
2017-08-02,11:36,7:36,0.142,0.47,NA,NA
2017-08-02,11:42,7:42,0.135,0.46,NA,NA
2017-08-02,11:48,7:48,0.128,0.49,NA,NA
2017-08-02,11:54,7:54,0.121,0.46,NA,NA
2017-08-02,12:00,8:00,0.114,0.45,NA,NA
2017-08-02,12:06,8:06,0.107,0.47,NA,NA
2017-08-02,12:12,8:12,0.1,0.43,NA,NA
2017-08-02,12:18,8:18,0.094,0.47,NA,NA
2017-08-02,12:24,8:24,0.087,0.42,NA,NA
2017-08-02,12:30,8:30,0.081,0.42,NA,NA
2017-08-02,12:36,8:36,0.075,0.43,NA,NA
2017-08-02,12:42,8:42,0.069,0.43,NA,NA
2017-08-02,12:48,8:48,0.064,0.37,NA,NA
2017-08-02,12:54,8:54,0.058,0.37,NA,NA
2017-08-02,13:00,9:00,0.053,0.39,NA,NA
2017-08-02,13:06,9:06,0.049,0.44,NA,NA
2017-08-02,13:12,9:12,0.044,0.41,NA,NA
2017-08-02,13:18,9:18,0.04,0.39,NA,NA
2017-08-02,13:24,9:24,0.036,0.37,NA,NA
2017-08-02,13:30,9:30,0.033,0.35,NA,NA
2017-08-02,13:36,9:36,0.03,0.28,NA,NA
2017-08-02,13:42,9:42,0.028,0.41,NA,NA
2017-08-02,13:48,9:48,0.026,0.39,NA,NA
2017-08-02,13:54,9:54,0.024,0.31,NA,NA
2017-08-02,14:00,10:00,0.023,0.34,NA,NA
2017-08-02,14:06,10:06,0.022,0.35,NA,NA
2017-08-02,14:12,10:12,0.022,0.39,Yes,NA
2017-08-02,14:18,10:18,0.022,0.35,NA,NA
2017-08-02,14:24,10:24,0.023,0.33,NA,NA
2017-08-02,14:30,10:30,0.024,0.36,NA,NA
2017-08-02,14:36,10:36,0.025,0.38,NA,NA
2017-08-02,14:42,10:42,0.027,0.38,NA,NA
2017-08-02,14:48,10:48,0.029,0.39,NA,NA
2017-08-02,14:54,10:54,0.032,0.42,NA,NA
2017-08-02,15:00,11:00,0.035,0.34,NA,NA
2017-08-02,15:06,11:06,0.039,0.31,NA,NA
2017-08-02,15:12,11:12,0.043,0.42,NA,NA
2017-08-02,15:18,11:18,0.047,0.38,NA,NA
2017-08-02,15:24,11:24,0.052,0.36,NA,NA
2017-08-02,15:30,11:30,0.058,0.39,NA,NA
2017-08-02,15:36,11:36,0.064,0.4,NA,NA
2017-08-02,15:42,11:42,0.07,0.42,NA,NA
2017-08-02,15:48,11:48,0.076,0.42,NA,NA
2017-08-02,15:54,11:54,0.083,0.45,NA,NA
2017-08-02,16:00,12:00,0.091,0.44,NA,NA
2017-08-02,16:06,12:06,0.099,0.41,NA,NA
2017-08-02,16:12,12:12,0.107,0.37,NA,NA
2017-08-02,16:18,12:18,0.116,0.4,NA,NA
2017-08-02,16:24,12:24,0.125,0.46,NA,NA
2017-08-02,16:30,12:30,0.135,0.48,NA,NA
2017-08-02,16:36,12:36,0.145,0.49,NA,NA
2017-08-02,16:42,12:42,0.156,0.45,NA,NA
2017-08-02,16:48,12:48,0.167,0.46,NA,NA
2017-08-02,16:54,12:54,0.178,0.52,NA,NA
2017-08-02,17:00,13:00,0.19,0.5,NA,NA
2017-08-02,17:06,13:06,0.203,0.54,NA,NA
2017-08-02,17:12,13:12,0.215,0.53,NA,NA
2017-08-02,17:18,13:18,0.229,0.57,NA,NA
2017-08-02,17:24,13:24,0.243,0.56,NA,NA
2017-08-02,17:30,13:30,0.257,0.54,NA,NA
2017-08-02,17:36,13:36,0.271,0.6,NA,NA
2017-08-02,17:42,13:42,0.286,0.68,NA,NA
2017-08-02,17:48,13:48,0.301,0.65,NA,NA
2017-08-02,17:54,13:54,0.317,0.63,NA,NA
2017-08-02,18:00,14:00,0.333,0.65,NA,NA
2017-08-02,18:06,14:06,0.349,0.71,NA,NA
2017-08-02,18:12,14:12,0.366,0.73,NA,NA
2017-08-02,18:18,14:18,0.382,0.79,NA,NA
2017-08-02,18:24,14:24,0.399,0.8,NA,NA
2017-08-02,18:30,14:30,0.416,0.8,NA,NA
2017-08-02,18:36,14:36,0.433,0.8,NA,NA
2017-08-02,18:42,14:42,0.45,0.82,NA,NA
2017-08-02,18:48,14:48,0.467,0.86,NA,NA
2017-08-02,18:54,14:54,0.484,0.86,NA,NA
2017-08-02,19:00,15:00,0.5,0.85,NA,NA
2017-08-02,19:06,15:06,0.517,0.89,NA,NA
2017-08-02,19:12,15:12,0.533,0.93,NA,NA
2017-08-02,19:18,15:18,0.55,0.89,NA,NA
2017-08-02,19:24,15:24,0.566,0.97,NA,NA
2017-08-02,19:30,15:30,0.581,0.96,NA,NA
2017-08-02,19:36,15:36,0.596,0.98,NA,NA
2017-08-02,19:42,15:42,0.611,0.99,NA,NA
2017-08-02,19:48,15:48,0.626,1.03,NA,NA
2017-08-02,19:54,15:54,0.64,1.02,NA,NA
2017-08-02,20:00,16:00,0.653,1.05,NA,NA
2017-08-02,20:06,16:06,0.666,1.09,NA,NA
