Date,GMT,EDT,Predicted,Verified,Sample,meters
2017-07-29,20:00,16:00,0.571,0.89,NA,NA
2017-07-29,20:06,16:06,0.569,0.89,NA,NA
2017-07-29,20:12,16:12,0.568,0.87,NA,NA
2017-07-29,20:18,16:18,0.566,0.87,NA,NA
2017-07-29,20:24,16:24,0.564,0.88,NA,NA
2017-07-29,20:30,16:30,0.562,0.84,NA,NA
2017-07-29,20:36,16:36,0.559,0.86,NA,NA
2017-07-29,20:42,16:42,0.557,0.9,NA,NA
2017-07-29,20:48,16:48,0.553,0.89,NA,NA
2017-07-29,20:54,16:54,0.55,0.88,NA,NA
2017-07-29,21:00,17:00,0.546,0.85,NA,NA
2017-07-29,21:06,17:06,0.543,0.86,NA,NA
2017-07-29,21:12,17:12,0.538,0.88,NA,NA
2017-07-29,21:18,17:18,0.534,0.84,NA,NA
2017-07-29,21:24,17:24,0.53,0.83,NA,NA
2017-07-29,21:30,17:30,0.525,0.86,NA,NA
2017-07-29,21:36,17:36,0.521,0.85,NA,NA
2017-07-29,21:42,17:42,0.516,0.84,NA,NA
2017-07-29,21:48,17:48,0.512,0.85,NA,NA
2017-07-29,21:54,17:54,0.507,0.86,NA,NA
2017-07-29,22:00,18:00,0.502,0.84,NA,NA
2017-07-29,22:06,18:06,0.498,0.82,NA,NA
2017-07-29,22:12,18:12,0.493,0.85,NA,NA
2017-07-29,22:18,18:18,0.489,0.85,NA,NA
2017-07-29,22:24,18:24,0.485,0.87,NA,NA
2017-07-29,22:30,18:30,0.481,0.82,NA,NA
2017-07-29,22:36,18:36,0.477,0.82,NA,NA
2017-07-29,22:42,18:42,0.474,0.82,NA,NA
2017-07-29,22:48,18:48,0.471,0.8,NA,NA
2017-07-29,22:54,18:54,0.468,0.8,NA,NA
2017-07-29,23:00,19:00,0.465,0.77,NA,NA
2017-07-29,23:06,19:06,0.462,0.8,NA,NA
2017-07-29,23:12,19:12,0.46,0.79,NA,NA
2017-07-29,23:18,19:18,0.458,0.78,NA,NA
2017-07-29,23:24,19:24,0.457,0.81,NA,NA
2017-07-29,23:30,19:30,0.456,0.79,NA,NA
2017-07-29,23:36,19:36,0.455,0.8,NA,NA
2017-07-29,23:42,19:42,0.454,0.79,NA,NA
2017-07-29,23:48,19:48,0.454,0.79,NA,NA
2017-07-29,23:54,19:54,0.454,0.79,NA,NA
2017-07-29,0:00,20:00,0.454,0.76,NA,NA
2017-07-29,0:06,20:06,0.455,0.79,NA,NA
2017-07-29,0:12,20:12,0.456,0.75,NA,NA
2017-07-29,0:18,20:18,0.457,0.73,NA,NA
2017-07-29,0:24,20:24,0.458,0.76,NA,NA
2017-07-29,0:30,20:30,0.46,0.76,NA,NA
2017-07-29,0:36,20:36,0.462,0.75,NA,NA
2017-07-29,0:42,20:42,0.464,0.78,NA,NA
2017-07-29,0:48,20:48,0.466,0.76,NA,NA
2017-07-29,0:54,20:54,0.469,0.76,NA,NA
2017-07-29,1:00,21:00,0.471,0.76,NA,NA
2017-07-29,1:06,21:06,0.474,0.75,NA,NA
2017-07-29,1:12,21:12,0.477,0.79,NA,NA
2017-07-29,1:18,21:18,0.48,0.76,NA,NA
2017-07-29,1:24,21:24,0.483,0.75,NA,NA
2017-07-29,1:30,21:30,0.486,0.77,NA,NA
2017-07-29,1:36,21:36,0.49,0.78,NA,NA
2017-07-29,1:42,21:42,0.493,0.78,NA,NA
2017-07-29,1:48,21:48,0.497,0.8,NA,NA
2017-07-29,1:54,21:54,0.5,0.77,NA,NA
2017-07-29,2:00,22:00,0.504,0.79,NA,NA
2017-07-29,2:06,22:06,0.508,0.77,NA,NA
2017-07-29,2:12,22:12,0.512,0.76,NA,NA
2017-07-29,2:18,22:18,0.516,0.79,NA,NA
2017-07-29,2:24,22:24,0.52,0.77,NA,NA
2017-07-29,2:30,22:30,0.524,0.77,NA,NA
2017-07-29,2:36,22:36,0.528,0.77,NA,NA
2017-07-29,2:42,22:42,0.532,0.75,NA,NA
2017-07-29,2:48,22:48,0.536,0.78,NA,NA
2017-07-29,2:54,22:54,0.54,0.8,NA,NA
2017-07-29,3:00,23:00,0.544,0.79,NA,NA
2017-07-29,3:06,23:06,0.548,0.78,NA,NA
2017-07-29,3:12,23:12,0.552,0.79,NA,NA
2017-07-29,3:18,23:18,0.555,0.78,NA,NA
2017-07-29,3:24,23:24,0.559,0.85,NA,NA
2017-07-29,3:30,23:30,0.562,0.83,NA,NA
2017-07-29,3:36,23:36,0.566,0.8,NA,NA
2017-07-29,3:42,23:42,0.569,0.82,NA,NA
2017-07-29,3:48,23:48,0.571,0.8,NA,NA
2017-07-29,3:54,23:54,0.574,0.82,NA,NA
2017-07-30,4:00,0:00,0.576,0.83,NA,NA
2017-07-30,4:06,0:06,0.579,0.82,NA,NA
2017-07-30,4:12,0:12,0.58,0.82,NA,NA
2017-07-30,4:18,0:18,0.582,0.82,NA,NA
2017-07-30,4:24,0:24,0.583,0.83,NA,NA
2017-07-30,4:30,0:30,0.584,0.83,NA,NA
2017-07-30,4:36,0:36,0.584,0.8,NA,NA
2017-07-30,4:42,0:42,0.585,0.8,NA,NA
2017-07-30,4:48,0:48,0.584,0.83,NA,NA
2017-07-30,4:54,0:54,0.584,0.84,NA,NA
2017-07-30,5:00,1:00,0.583,0.81,NA,NA
2017-07-30,5:06,1:06,0.582,0.81,NA,NA
2017-07-30,5:12,1:12,0.58,0.82,NA,NA
2017-07-30,5:18,1:18,0.578,0.8,NA,NA
2017-07-30,5:24,1:24,0.576,0.82,NA,NA
2017-07-30,5:30,1:30,0.573,0.81,NA,NA
2017-07-30,5:36,1:36,0.571,0.82,NA,NA
2017-07-30,5:42,1:42,0.567,0.85,NA,NA
2017-07-30,5:48,1:48,0.564,0.79,NA,NA
2017-07-30,5:54,1:54,0.56,0.8,NA,NA
2017-07-30,6:00,2:00,0.556,0.79,NA,NA
2017-07-30,6:06,2:06,0.552,0.81,NA,NA
2017-07-30,6:12,2:12,0.548,0.81,NA,NA
2017-07-30,6:18,2:18,0.543,0.79,NA,NA
2017-07-30,6:24,2:24,0.538,0.77,NA,NA
2017-07-30,6:30,2:30,0.533,0.8,NA,NA
2017-07-30,6:36,2:36,0.528,0.76,NA,NA
2017-07-30,6:42,2:42,0.523,0.74,NA,NA
2017-07-30,6:48,2:48,0.518,0.76,NA,NA
2017-07-30,6:54,2:54,0.512,0.75,NA,NA
2017-07-30,7:00,3:00,0.506,0.77,NA,NA
2017-07-30,7:06,3:06,0.501,0.76,NA,NA
2017-07-30,7:12,3:12,0.495,0.76,NA,NA
2017-07-30,7:18,3:18,0.489,0.76,NA,NA
2017-07-30,7:24,3:24,0.483,0.76,NA,NA
2017-07-30,7:30,3:30,0.477,0.71,NA,NA
2017-07-30,7:36,3:36,0.471,0.74,NA,NA
2017-07-30,7:42,3:42,0.464,0.72,NA,NA
2017-07-30,7:48,3:48,0.458,0.78,NA,NA
2017-07-30,7:54,3:54,0.451,0.72,NA,NA
2017-07-30,8:00,4:00,0.444,0.72,NA,NA
2017-07-30,8:06,4:06,0.437,0.71,NA,NA
2017-07-30,8:12,4:12,0.43,0.75,NA,NA
2017-07-30,8:18,4:18,0.423,0.73,NA,NA
2017-07-30,8:24,4:24,0.416,0.7,NA,NA
2017-07-30,8:30,4:30,0.408,0.69,NA,NA
2017-07-30,8:36,4:36,0.4,0.69,NA,NA
2017-07-30,8:42,4:42,0.392,0.65,NA,NA
2017-07-30,8:48,4:48,0.384,0.66,NA,NA
2017-07-30,8:54,4:54,0.376,0.65,NA,NA
2017-07-30,9:00,5:00,0.367,0.67,NA,NA
2017-07-30,9:06,5:06,0.359,0.62,NA,NA
2017-07-30,9:12,5:12,0.35,0.59,NA,NA
2017-07-30,9:18,5:18,0.341,0.61,NA,NA
2017-07-30,9:24,5:24,0.332,0.61,NA,NA
2017-07-30,9:30,5:30,0.323,0.64,NA,NA
2017-07-30,9:36,5:36,0.314,0.59,NA,NA
2017-07-30,9:42,5:42,0.304,0.58,NA,NA
2017-07-30,9:48,5:48,0.295,0.57,NA,NA
2017-07-30,9:54,5:54,0.286,0.54,NA,NA
2017-07-30,10:00,6:00,0.277,0.58,NA,NA
2017-07-30,10:06,6:06,0.268,0.56,NA,NA
2017-07-30,10:12,6:12,0.259,0.51,NA,NA
2017-07-30,10:18,6:18,0.25,0.54,NA,NA
2017-07-30,10:24,6:24,0.241,0.52,NA,NA
2017-07-30,10:30,6:30,0.233,0.51,NA,NA
2017-07-30,10:36,6:36,0.224,0.5,NA,NA
2017-07-30,10:42,6:42,0.216,0.51,NA,NA
2017-07-30,10:48,6:48,0.209,0.5,NA,NA
2017-07-30,10:54,6:54,0.201,0.45,NA,NA
2017-07-30,11:00,7:00,0.194,0.49,NA,NA
2017-07-30,11:06,7:06,0.187,0.47,NA,NA
2017-07-30,11:12,7:12,0.181,0.44,NA,NA
2017-07-30,11:18,7:18,0.175,0.44,NA,NA
2017-07-30,11:24,7:24,0.17,0.46,NA,NA
2017-07-30,11:30,7:30,0.165,0.41,NA,NA
2017-07-30,11:36,7:36,0.16,0.44,NA,NA
2017-07-30,11:42,7:42,0.156,0.48,NA,NA
2017-07-30,11:48,7:48,0.152,0.47,NA,NA
2017-07-30,11:54,7:54,0.149,0.41,NA,NA
2017-07-30,12:00,8:00,0.147,0.37,NA,NA
2017-07-30,12:06,8:06,0.144,0.46,NA,NA
2017-07-30,12:12,8:12,0.143,0.43,NA,NA
2017-07-30,12:18,8:18,0.141,0.42,NA,NA
2017-07-30,12:24,8:24,0.141,0.41,NA,NA
2017-07-30,12:30,8:30,0.14,0.41,NA,NA
2017-07-30,12:36,8:36,0.14,0.42,NA,NA
2017-07-30,12:42,8:42,0.141,0.37,NA,NA
2017-07-30,12:48,8:48,0.142,0.43,NA,NA
2017-07-30,12:54,8:54,0.143,0.44,NA,NA
2017-07-30,13:00,9:00,0.145,0.42,NA,NA
2017-07-30,13:06,9:06,0.148,0.42,NA,NA
2017-07-30,13:12,9:12,0.15,0.42,NA,NA
2017-07-30,13:18,9:18,0.154,0.39,NA,NA
2017-07-30,13:24,9:24,0.157,0.41,NA,NA
2017-07-30,13:30,9:30,0.161,0.4,NA,NA
2017-07-30,13:36,9:36,0.165,0.44,NA,NA
2017-07-30,13:42,9:42,0.17,0.4,NA,NA
2017-07-30,13:48,9:48,0.175,0.45,NA,NA
2017-07-30,13:54,9:54,0.181,0.44,NA,NA
2017-07-30,14:00,10:00,0.186,0.38,NA,NA
2017-07-30,14:06,10:06,0.193,0.39,NA,NA
2017-07-30,14:12,10:12,0.199,0.43,NA,NA
2017-07-30,14:18,10:18,0.206,0.42,NA,NA
2017-07-30,14:24,10:24,0.213,0.43,NA,NA
2017-07-30,14:30,10:30,0.221,0.44,NA,NA
2017-07-30,14:36,10:36,0.229,0.46,NA,NA
2017-07-30,14:42,10:42,0.237,0.47,NA,NA
2017-07-30,14:48,10:48,0.246,0.47,NA,NA
2017-07-30,14:54,10:54,0.255,0.46,NA,NA
2017-07-30,15:00,11:00,0.264,0.47,NA,NA
2017-07-30,15:06,11:06,0.274,0.49,NA,NA
2017-07-30,15:12,11:12,0.284,0.5,NA,NA
2017-07-30,15:18,11:18,0.294,0.49,NA,NA
2017-07-30,15:24,11:24,0.304,0.53,NA,NA
2017-07-30,15:30,11:30,0.315,0.5,NA,NA
2017-07-30,15:36,11:36,0.325,0.52,NA,NA
2017-07-30,15:42,11:42,0.336,0.54,NA,NA
2017-07-30,15:48,11:48,0.347,0.54,NA,NA
2017-07-30,15:54,11:54,0.358,0.57,NA,NA
2017-07-30,16:00,12:00,0.369,0.55,NA,NA
2017-07-30,16:06,12:06,0.381,0.59,NA,NA
2017-07-30,16:12,12:12,0.392,0.59,NA,NA
2017-07-30,16:18,12:18,0.403,0.61,NA,NA
2017-07-30,16:24,12:24,0.414,0.59,NA,NA
2017-07-30,16:30,12:30,0.425,0.6,NA,NA
2017-07-30,16:36,12:36,0.436,0.61,NA,NA
2017-07-30,16:42,12:42,0.447,0.64,NA,NA
2017-07-30,16:48,12:48,0.458,0.65,NA,NA
2017-07-30,16:54,12:54,0.468,0.68,NA,NA
2017-07-30,17:00,13:00,0.478,0.68,NA,NA
2017-07-30,17:06,13:06,0.489,0.7,NA,NA
2017-07-30,17:12,13:12,0.498,0.73,NA,NA
2017-07-30,17:18,13:18,0.508,0.73,NA,NA
2017-07-30,17:24,13:24,0.517,0.75,NA,NA
2017-07-30,17:30,13:30,0.526,0.75,NA,NA
2017-07-30,17:36,13:36,0.535,0.76,NA,NA
2017-07-30,17:42,13:42,0.543,0.75,NA,NA
2017-07-30,17:48,13:48,0.551,0.76,NA,NA
2017-07-30,17:54,13:54,0.559,0.79,NA,NA
2017-07-30,18:00,14:00,0.566,0.77,NA,NA
2017-07-30,18:06,14:06,0.573,0.84,NA,NA
2017-07-30,18:12,14:12,0.58,0.79,NA,NA
2017-07-30,18:18,14:18,0.586,0.79,NA,NA
2017-07-30,18:24,14:24,0.593,0.79,NA,NA
2017-07-30,18:30,14:30,0.598,0.82,NA,NA
2017-07-30,18:36,14:36,0.604,0.84,NA,NA
2017-07-30,18:42,14:42,0.609,0.82,NA,NA
2017-07-30,18:48,14:48,0.614,0.86,NA,NA
2017-07-30,18:54,14:54,0.619,0.85,NA,NA
2017-07-30,19:00,15:00,0.623,0.87,NA,NA
2017-07-30,19:06,15:06,0.627,0.89,NA,NA
2017-07-30,19:12,15:12,0.631,0.89,NA,NA
2017-07-30,19:18,15:18,0.635,0.87,NA,NA
2017-07-30,19:24,15:24,0.638,0.91,NA,NA
2017-07-30,19:30,15:30,0.641,0.93,NA,NA
2017-07-30,19:36,15:36,0.644,0.94,NA,NA
2017-07-30,19:42,15:42,0.647,0.94,NA,NA
2017-07-30,19:48,15:48,0.649,0.9,NA,NA
2017-07-30,19:54,15:54,0.651,0.91,NA,NA
2017-07-30,20:00,16:00,0.653,0.91,NA,NA
2017-07-30,20:06,16:06,0.654,0.92,NA,NA
2017-07-30,20:12,16:12,0.656,0.95,NA,NA
2017-07-30,20:18,16:18,0.656,0.92,NA,NA
2017-07-30,20:24,16:24,0.657,0.93,NA,NA
2017-07-30,20:30,16:30,0.657,0.96,NA,NA
2017-07-30,20:36,16:36,0.657,0.91,NA,NA
2017-07-30,20:42,16:42,0.657,0.91,NA,NA
2017-07-30,20:48,16:48,0.656,0.9,NA,NA
2017-07-30,20:54,16:54,0.655,0.95,NA,NA
2017-07-30,21:00,17:00,0.654,0.96,NA,NA
2017-07-30,21:06,17:06,0.652,0.9,NA,NA
2017-07-30,21:12,17:12,0.65,0.91,NA,NA
2017-07-30,21:18,17:18,0.647,0.93,NA,NA
2017-07-30,21:24,17:24,0.645,0.94,NA,NA
2017-07-30,21:30,17:30,0.641,0.91,NA,NA
2017-07-30,21:36,17:36,0.638,0.89,NA,NA
2017-07-30,21:42,17:42,0.635,0.93,NA,NA
2017-07-30,21:48,17:48,0.631,0.92,NA,NA
2017-07-30,21:54,17:54,0.627,0.9,NA,NA
2017-07-30,22:00,18:00,0.622,0.88,NA,NA
2017-07-30,22:06,18:06,0.618,0.88,NA,NA
2017-07-30,22:12,18:12,0.613,0.9,NA,NA
2017-07-30,22:18,18:18,0.608,0.88,NA,NA
2017-07-30,22:24,18:24,0.603,0.88,NA,NA
2017-07-30,22:30,18:30,0.598,0.88,NA,NA
2017-07-30,22:36,18:36,0.593,0.89,NA,NA
2017-07-30,22:42,18:42,0.588,0.9,NA,NA
2017-07-30,22:48,18:48,0.582,0.9,NA,NA
2017-07-30,22:54,18:54,0.577,0.88,NA,NA
2017-07-30,23:00,19:00,0.572,0.88,NA,NA
2017-07-30,23:06,19:06,0.567,0.85,NA,NA
2017-07-30,23:12,19:12,0.562,0.82,NA,NA
2017-07-30,23:18,19:18,0.558,0.85,NA,NA
2017-07-30,23:24,19:24,0.553,0.88,NA,NA
2017-07-30,23:30,19:30,0.549,0.86,NA,NA
2017-07-30,23:36,19:36,0.544,0.85,NA,NA
2017-07-30,23:42,19:42,0.54,0.85,NA,NA
2017-07-30,23:48,19:48,0.536,0.81,NA,NA
2017-07-30,23:54,19:54,0.533,0.8,NA,NA
2017-07-30,0:00,20:00,0.529,0.8,NA,NA
2017-07-30,0:06,20:06,0.526,0.84,NA,NA
2017-07-30,0:12,20:12,0.523,0.86,NA,NA
2017-07-30,0:18,20:18,0.521,0.8,NA,NA
2017-07-30,0:24,20:24,0.518,0.81,NA,NA
2017-07-30,0:30,20:30,0.516,0.79,NA,NA
2017-07-30,0:36,20:36,0.514,0.75,NA,NA
2017-07-30,0:42,20:42,0.512,0.75,NA,NA
2017-07-30,0:48,20:48,0.511,0.78,NA,NA
2017-07-30,0:54,20:54,0.509,0.81,NA,NA
2017-07-30,1:00,21:00,0.508,0.8,NA,NA
2017-07-30,1:06,21:06,0.507,0.74,NA,NA
2017-07-30,1:12,21:12,0.506,0.78,NA,NA
2017-07-30,1:18,21:18,0.505,0.77,NA,NA
2017-07-30,1:24,21:24,0.504,0.75,NA,NA
2017-07-30,1:30,21:30,0.504,0.73,NA,NA
2017-07-30,1:36,21:36,0.503,0.74,NA,NA
2017-07-30,1:42,21:42,0.503,0.76,NA,NA
2017-07-30,1:48,21:48,0.503,0.78,NA,NA
2017-07-30,1:54,21:54,0.503,0.77,NA,NA
2017-07-30,2:00,22:00,0.503,0.75,NA,NA
2017-07-30,2:06,22:06,0.503,0.76,NA,NA
2017-07-30,2:12,22:12,0.503,0.72,NA,NA
2017-07-30,2:18,22:18,0.503,0.7,NA,NA
2017-07-30,2:24,22:24,0.503,0.71,NA,NA
2017-07-30,2:30,22:30,0.503,0.73,NA,NA
2017-07-30,2:36,22:36,0.504,0.73,NA,NA
2017-07-30,2:42,22:42,0.504,0.69,NA,NA
2017-07-30,2:48,22:48,0.505,0.73,NA,NA
2017-07-30,2:54,22:54,0.505,0.72,NA,NA
2017-07-30,3:00,23:00,0.506,0.74,NA,NA
2017-07-30,3:06,23:06,0.507,0.7,NA,NA
2017-07-30,3:12,23:12,0.508,0.72,NA,NA
2017-07-30,3:18,23:18,0.508,0.77,NA,NA
2017-07-30,3:24,23:24,0.509,0.75,NA,NA
2017-07-30,3:30,23:30,0.51,0.7,NA,NA
2017-07-30,3:36,23:36,0.511,0.7,NA,NA
2017-07-30,3:42,23:42,0.512,0.73,NA,NA
2017-07-30,3:48,23:48,0.514,0.73,NA,NA
2017-07-30,3:54,23:54,0.515,0.71,NA,NA
2017-07-31,4:00,0:00,0.516,0.76,NA,NA
2017-07-31,4:06,0:06,0.517,0.74,NA,NA
2017-07-31,4:12,0:12,0.518,0.71,NA,NA
2017-07-31,4:18,0:18,0.519,0.68,NA,NA
2017-07-31,4:24,0:24,0.52,0.7,NA,NA
2017-07-31,4:30,0:30,0.521,0.71,NA,NA
2017-07-31,4:36,0:36,0.521,0.7,NA,NA
2017-07-31,4:42,0:42,0.522,0.71,NA,NA
2017-07-31,4:48,0:48,0.522,0.73,NA,NA
2017-07-31,4:54,0:54,0.522,0.75,NA,NA
2017-07-31,5:00,1:00,0.523,0.76,NA,NA
2017-07-31,5:06,1:06,0.522,0.74,NA,NA
2017-07-31,5:12,1:12,0.522,0.71,NA,NA
2017-07-31,5:18,1:18,0.521,0.73,NA,NA
2017-07-31,5:24,1:24,0.52,0.7,NA,NA
2017-07-31,5:30,1:30,0.519,0.71,NA,NA
2017-07-31,5:36,1:36,0.518,0.74,NA,NA
2017-07-31,5:42,1:42,0.516,0.71,NA,NA
2017-07-31,5:48,1:48,0.514,0.73,NA,NA
2017-07-31,5:54,1:54,0.512,0.7,NA,NA
2017-07-31,6:00,2:00,0.509,0.69,NA,NA
2017-07-31,6:06,2:06,0.506,0.73,NA,NA
2017-07-31,6:12,2:12,0.503,0.66,NA,NA
2017-07-31,6:18,2:18,0.5,0.71,NA,NA
2017-07-31,6:24,2:24,0.496,0.72,NA,NA
2017-07-31,6:30,2:30,0.492,0.71,NA,NA
2017-07-31,6:36,2:36,0.488,0.69,NA,NA
2017-07-31,6:42,2:42,0.484,0.66,NA,NA
2017-07-31,6:48,2:48,0.479,0.67,NA,NA
2017-07-31,6:54,2:54,0.474,0.7,NA,NA
2017-07-31,7:00,3:00,0.469,0.66,NA,NA
2017-07-31,7:06,3:06,0.464,0.69,NA,NA
2017-07-31,7:12,3:12,0.458,0.67,NA,NA
2017-07-31,7:18,3:18,0.453,0.68,NA,NA
2017-07-31,7:24,3:24,0.447,0.67,NA,NA
2017-07-31,7:30,3:30,0.441,0.66,NA,NA
2017-07-31,7:36,3:36,0.435,0.68,NA,NA
2017-07-31,7:42,3:42,0.429,0.66,NA,NA
2017-07-31,7:48,3:48,0.423,0.65,NA,NA
2017-07-31,7:54,3:54,0.416,0.64,NA,NA
2017-07-31,8:00,4:00,0.41,0.6,NA,NA
2017-07-31,8:06,4:06,0.404,0.62,NA,NA
2017-07-31,8:12,4:12,0.397,0.63,NA,NA
2017-07-31,8:18,4:18,0.39,0.58,NA,NA
2017-07-31,8:24,4:24,0.384,0.58,NA,NA
2017-07-31,8:30,4:30,0.377,0.63,NA,NA
2017-07-31,8:36,4:36,0.37,0.6,NA,NA
2017-07-31,8:42,4:42,0.363,0.59,NA,NA
2017-07-31,8:48,4:48,0.356,0.57,NA,NA
2017-07-31,8:54,4:54,0.349,0.54,NA,NA
2017-07-31,9:00,5:00,0.341,0.55,NA,NA
2017-07-31,9:06,5:06,0.334,0.54,NA,NA
2017-07-31,9:12,5:12,0.327,0.54,NA,NA
2017-07-31,9:18,5:18,0.319,0.56,NA,NA
2017-07-31,9:24,5:24,0.311,0.55,NA,NA
2017-07-31,9:30,5:30,0.303,0.51,NA,NA
2017-07-31,9:36,5:36,0.296,0.53,NA,NA
2017-07-31,9:42,5:42,0.288,0.51,NA,NA
2017-07-31,9:48,5:48,0.279,0.5,NA,NA
2017-07-31,9:54,5:54,0.271,0.5,NA,NA
2017-07-31,10:00,6:00,0.263,0.49,NA,NA
2017-07-31,10:06,6:06,0.255,0.49,NA,NA
2017-07-31,10:12,6:12,0.246,0.45,NA,NA
2017-07-31,10:18,6:18,0.238,0.46,NA,NA
2017-07-31,10:24,6:24,0.23,0.47,NA,NA
2017-07-31,10:30,6:30,0.222,0.44,NA,NA
2017-07-31,10:36,6:36,0.213,0.44,NA,NA
2017-07-31,10:42,6:42,0.205,0.42,NA,NA
2017-07-31,10:48,6:48,0.197,0.43,NA,NA
2017-07-31,10:54,6:54,0.189,0.41,NA,NA
2017-07-31,11:00,7:00,0.181,0.4,NA,NA
2017-07-31,11:06,7:06,0.174,0.41,NA,NA
2017-07-31,11:12,7:12,0.166,0.4,NA,NA
2017-07-31,11:18,7:18,0.159,0.4,NA,NA
2017-07-31,11:24,7:24,0.153,0.35,NA,NA
2017-07-31,11:30,7:30,0.146,0.36,NA,NA
2017-07-31,11:36,7:36,0.14,0.34,NA,NA
2017-07-31,11:42,7:42,0.134,0.39,NA,NA
2017-07-31,11:48,7:48,0.128,0.34,NA,NA
2017-07-31,11:54,7:54,0.123,0.31,NA,NA
2017-07-31,12:00,8:00,0.119,0.33,NA,NA
2017-07-31,12:06,8:06,0.114,0.35,NA,NA
2017-07-31,12:12,8:12,0.111,0.34,NA,NA
2017-07-31,12:18,8:18,0.107,0.33,NA,NA
2017-07-31,12:24,8:24,0.104,0.35,NA,NA
2017-07-31,12:30,8:30,0.102,0.33,NA,NA
2017-07-31,12:36,8:36,0.1,0.32,NA,NA
2017-07-31,12:42,8:42,0.098,0.32,NA,NA
2017-07-31,12:48,8:48,0.097,0.34,NA,NA
2017-07-31,12:54,8:54,0.096,0.32,NA,NA
2017-07-31,13:00,9:00,0.096,0.33,NA,NA
2017-07-31,13:06,9:06,0.097,0.32,NA,NA
2017-07-31,13:12,9:12,0.097,0.33,NA,NA
2017-07-31,13:18,9:18,0.098,0.32,NA,NA
2017-07-31,13:24,9:24,0.1,0.31,NA,NA
2017-07-31,13:30,9:30,0.102,0.33,NA,NA
2017-07-31,13:36,9:36,0.104,0.3,NA,NA
2017-07-31,13:42,9:42,0.107,0.3,NA,NA
2017-07-31,13:48,9:48,0.11,0.3,NA,NA
2017-07-31,13:54,9:54,0.114,0.31,NA,NA
2017-07-31,14:00,10:00,0.118,0.34,NA,NA
2017-07-31,14:06,10:06,0.122,0.29,NA,NA
2017-07-31,14:12,10:12,0.127,0.33,NA,NA
2017-07-31,14:18,10:18,0.132,0.3,NA,NA
2017-07-31,14:24,10:24,0.138,0.33,NA,NA
2017-07-31,14:30,10:30,0.144,0.34,NA,NA
2017-07-31,14:36,10:36,0.15,0.36,NA,NA
2017-07-31,14:42,10:42,0.157,0.34,NA,NA
2017-07-31,14:48,10:48,0.164,0.33,NA,NA
2017-07-31,14:54,10:54,0.171,0.33,NA,NA
2017-07-31,15:00,11:00,0.179,0.35,NA,NA
2017-07-31,15:06,11:06,0.187,0.36,NA,NA
2017-07-31,15:12,11:12,0.195,0.39,NA,NA
2017-07-31,15:18,11:18,0.204,0.4,NA,NA
2017-07-31,15:24,11:24,0.214,0.38,NA,NA
2017-07-31,15:30,11:30,0.223,0.39,NA,NA
2017-07-31,15:36,11:36,0.233,0.4,NA,NA
2017-07-31,15:42,11:42,0.244,0.36,NA,NA
2017-07-31,15:48,11:48,0.254,0.41,NA,NA
2017-07-31,15:54,11:54,0.265,0.44,NA,NA
2017-07-31,16:00,12:00,0.277,0.43,NA,NA
2017-07-31,16:06,12:06,0.288,0.44,NA,NA
2017-07-31,16:12,12:12,0.3,0.48,NA,NA
2017-07-31,16:18,12:18,0.312,0.5,NA,NA
2017-07-31,16:24,12:24,0.325,0.52,NA,NA
2017-07-31,16:30,12:30,0.338,0.51,NA,NA
2017-07-31,16:36,12:36,0.35,0.54,NA,NA
2017-07-31,16:42,12:42,0.363,0.47,NA,NA
2017-07-31,16:48,12:48,0.377,0.5,NA,NA
2017-07-31,16:54,12:54,0.39,0.53,NA,NA
2017-07-31,17:00,13:00,0.403,0.53,NA,NA
2017-07-31,17:06,13:06,0.416,0.6,NA,NA
2017-07-31,17:12,13:12,0.43,0.63,NA,NA
2017-07-31,17:18,13:18,0.443,0.6,NA,NA
2017-07-31,17:24,13:24,0.456,0.6,NA,NA
2017-07-31,17:30,13:30,0.469,0.61,NA,NA
2017-07-31,17:36,13:36,0.482,0.62,NA,NA
2017-07-31,17:42,13:42,0.495,0.63,NA,NA
2017-07-31,17:48,13:48,0.507,0.67,NA,NA
2017-07-31,17:54,13:54,0.52,0.67,NA,NA
2017-07-31,18:00,14:00,0.532,0.66,NA,NA
2017-07-31,18:06,14:06,0.543,0.69,NA,NA
2017-07-31,18:12,14:12,0.555,0.75,NA,NA
2017-07-31,18:18,14:18,0.566,0.76,NA,NA
2017-07-31,18:24,14:24,0.577,0.7,NA,NA
2017-07-31,18:30,14:30,0.587,0.75,NA,NA
2017-07-31,18:36,14:36,0.597,0.75,NA,NA
2017-07-31,18:42,14:42,0.607,0.8,NA,NA
2017-07-31,18:48,14:48,0.616,0.75,NA,NA
2017-07-31,18:54,14:54,0.625,0.82,NA,NA
2017-07-31,19:00,15:00,0.633,0.78,NA,NA
2017-07-31,19:06,15:06,0.641,0.83,NA,NA
2017-07-31,19:12,15:12,0.649,0.81,NA,NA
2017-07-31,19:18,15:18,0.656,0.83,NA,NA
2017-07-31,19:24,15:24,0.663,0.84,NA,NA
2017-07-31,19:30,15:30,0.67,0.86,NA,NA
2017-07-31,19:36,15:36,0.676,0.86,NA,NA
2017-07-31,19:42,15:42,0.682,0.83,NA,NA
2017-07-31,19:48,15:48,0.687,0.84,NA,NA
2017-07-31,19:54,15:54,0.692,0.85,NA,NA
2017-07-31,20:00,16:00,0.697,0.87,NA,NA
